Name,Nation,Team,Position,Age,Born,Matches,Starts,Minutes,90s,G+A,non_penalty_goals,penalty_goals,yellow_cards,red_cards,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,per90_Gls,per90_Ast,per90_G+A,per90_G-PK,per90_G+A-PK,per90_xG,per90_xAG,per90_xG+xAG,per90_npxG,per90_npxG+xAG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKSV,PKm,PK_Save%,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att(GK),Thr,Launch%,Pass_AvgLen,GK_AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,xG_Shooting,npxG_Shooting,npxG/Sh,G-xG,np:G-xG,Pass_Cmp,Pass_Att,Pass_Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xA,A-xAG,KP,1/3,PPA,CrsPA,Pass_Live,Pass_Dead,Pass_FK,Pass_TB,Pass_Sw,Pass_Crs,Pass_TI,Pass_CK,Corner_In,Corner_Out,Corner_Str,Pass_Cmp_Outcome,Pass_Off,Pass_Blocks,SCA,SCA90,SCA_type_PassLive,SCA_type_PassDead,SCA_type_TO,SCA_type_Sh,SCA_type_Fld,SCA_type_Def,GCA,GCA90,GCA_type_PassLive,GCA_type_PassDead,GCA_type_TO,GCA_type_Sh,GCA_type_Fld,GCA_type_Def,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks,Blocks_Sh,Blocks_Pass,Blocks_Int,Blocks_Tkl+Int,Blocks_Clr,Blocks_Err,Touches,Def_Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,PKwon,PKcon,Recov,Won,Lost,Won%,GK_Save%,Minutes_num
Christian Eriksen,dk DEN,Manchester Utd,MF,32,1992,23,11,"1,061",11.8,3,0,1,4,0,1.4,0.6,3.2,3.8,13,55,29,0.08,0.17,0.25,0.00,0.17,0.12,0.27,0.39,0.05,0.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,3,N/A,0,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,14,1,7.1,1.19,0.08,0.00,0.00,25.8,1,1.4,0.6,0.04,-0.4,-0.6,590,749,78.8,1784,851,312,339,92.0,194,242,80.2,62,130,47.7,2,2.6,-1.2,31,14,13,6,645,102,31,8,8,85,5,62,24,20,5,590,2,6,56,4.74,38,15,0,3,0,0,7,0.59,5,2,0,0,0,0,19,9,173,397,284,11,27,40.7,16,15,5,10,7,26,8,0,850,26,17,849,0,0.0,4,100.0,473,1,13,5,N/A,46,31.0,80,5,12,15,12,1.13,17,16,+1,+0.08,+0.07,18.3,18.2,+0.1,+0.01,4,0,0,8,3,0,85,7,0,0,62,2,6,25.0,,1061.0
Romain Esse,eng ENG,Crystal Palace,MF,19,2005,7,1,138,1.5,2,1,0,0,0,0.3,0.3,0.4,0.7,1,7,14,0.65,0.65,1.30,0.65,1.30,0.21,0.27,0.48,0.21,0.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,100.0,0.65,0.65,1.00,1.00,2.8,0,0.3,0.3,0.32,+0.7,+0.7,32,42,76.2,121,49,20,23,87.0,10,14,71.4,2,4,50.0,1,0.4,+0.6,3,1,1,0,42,0,0,1,0,0,0,0,0,0,0,32,0,1,8,5.18,6,0,1,0,1,0,3,1.94,1,0,1,0,1,0,9,6,14,30,29,5,5,100.0,0,2,0,2,1,10,2,0,73,1,9,73,2,33.3,4,66.7,38,2,6,2,N/A,20,4.0,80,0,6,10,8,1.57,5,3,+2,+1.30,+0.17,2.6,1.9,+0.7,+0.46,0,0,0,2,3,0,0,1,0,0,9,3,2,60.0,,138.0
Pervis Estupiñán,ec ECU,Brighton,DF,26,1998,30,26,"2,402",26.7,2,1,0,5,0,1.2,1.2,2.1,3.3,59,132,112,0.04,0.04,0.07,0.04,0.07,0.04,0.08,0.12,0.04,0.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,3,N/A,0,N/A,N/A,N/A,N/A,N/A,34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,28,9,32.1,1.05,0.34,0.04,0.11,24.5,0,1.2,1.2,0.04,-0.2,-0.2,1338,1610,83.1,5007,2689,782,839,93.2,451,540,83.5,74,158,46.8,1,2.5,-1.1,26,61,34,18,1370,237,20,0,5,119,180,37,23,9,3,1338,3,28,58,2.17,39,13,0,2,4,0,4,0.15,3,0,0,0,1,0,65,43,493,936,506,34,51,66.7,17,20,5,15,37,102,65,2,1915,89,35,1915,19,55.9,13,38.2,1023,9,34,27,N/A,80,70.2,88,22,4,27,1,1.57,47,44,+3,+0.11,+0.01,42.6,39.6,+3.0,+0.11,5,0,0,36,20,3,119,37,0,0,147,46,26,63.9,,2402.0
Evanilson,br BRA,Bournemouth,FW,24,1999,31,28,"2,319",25.8,11,10,0,1,1,12.5,11.7,1.9,13.6,29,28,99,0.39,0.04,0.43,0.39,0.43,0.48,0.07,0.56,0.45,0.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,72,31,43.1,2.79,1.20,0.14,0.32,12.8,0,12.5,11.7,0.16,-2.5,-1.7,244,342,71.3,1822,861,154,202,76.2,54,72,75.0,11,16,68.8,1,1.8,-0.9,26,18,6,0,337,4,1,4,4,0,0,0,0,0,0,244,1,11,61,2.37,39,0,3,10,9,0,8,0.31,2,0,1,1,4,0,16,10,56,208,299,8,12,66.7,4,11,2,9,1,17,21,0,558,23,127,557,7,33.3,8,38.1,333,15,38,24,N/A,75,67.8,80,7,3,23,1,1.45,34,29,+5,+0.19,+0.84,44.1,26.6,+17.5,+0.68,1,1,0,37,53,20,0,1,5,0,67,42,62,40.4,,2319.0
Jonny Evans,nir NIR,Manchester Utd,DF,36,1988,7,3,315,3.5,0,0,0,1,0,0.1,0.1,0.0,0.1,3,10,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,2,1,50.0,0.57,0.29,0.00,0.00,11.4,0,0.1,0.1,0.06,-0.1,-0.1,192,217,88.5,574,242,90,95,94.7,89,100,89.0,7,14,50.0,0,0.0,0.0,0,2,1,0,197,20,5,0,0,0,3,0,0,0,0,192,0,1,2,0.57,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8,6,139,100,15,3,6,50.0,3,3,2,1,5,13,15,0,250,36,3,250,1,100.0,0,0.0,143,0,1,0,N/A,45,9.2,77,1,4,21,10,2.43,8,2,+6,+1.71,+0.86,5.6,3.0,+2.6,+0.75,1,0,0,5,6,0,0,5,0,0,16,9,3,75.0,,315.0
Eberechi Eze,eng ENG,Crystal Palace,"MF,FW",26,1998,34,31,"2,588",28.8,16,7,1,1,0,10.5,8.9,6.2,15.1,69,97,153,0.28,0.28,0.56,0.24,0.52,0.36,0.22,0.58,0.31,0.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,16,N/A,0,N/A,N/A,N/A,N/A,N/A,138,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,100,27,27.0,3.48,0.94,0.07,0.26,21.5,1,10.5,8.9,0.09,-2.5,-1.9,777,1047,74.2,5063,2380,380,449,84.6,299,365,81.9,77,168,45.8,8,4.7,+1.8,58,48,39,4,849,180,70,11,6,112,3,62,39,10,0,777,18,17,135,4.69,72,29,11,13,9,1,10,0.35,9,1,0,0,0,0,39,22,193,661,597,17,36,47.2,19,27,0,27,11,50,10,3,1414,17,95,1412,67,48.6,62,44.9,840,22,55,45,N/A,76,75.7,81,13,3,28,0,1.50,39,34,+5,+0.17,+0.33,45.4,34.5,+10.9,+0.38,1,0,0,13,51,9,112,11,0,0,146,7,37,15.9,,2588.0
Łukasz Fabiański,pl POL,West Ham,GK,39,1985,14,13,"1,160",12.9,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,1.63,71,50,74.6,6,3,4,2,15.4,0,3,0,0,N/A,0,3,0,22.6,0.29,+1.6,+0.12,77,3,34.1,394,55,61.0,35.5,45.1,220,10,4.5,12,0.93,13.1,0,0,0,N/A,0.00,0.00,N/A,N/A,N/A,0,0.0,0.0,N/A,0.0,0.0,332,495,67.1,1485,890,59,59,100.0,159,160,99.4,114,275,41.5,0,0.0,0.0,0,0,0,0,351,143,43,0,0,0,0,0,0,0,0,332,1,0,3,0.23,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,525,5,0,0,1,0.0,1,0,0,0,0,0,5,1,530,414,0,530,3,100.0,0,0.0,285,0,0,0,N/A,83,33.9,86,12,1,45,21,1.50,17,21,-4,-0.31,-0.14,16.9,22.4,-5.5,-0.43,2,0,0,2,1,0,0,0,0,2,5,3,1,75.0,0.0,1160.0
Wout Faes,be BEL,Leicester City,DF,26,1998,34,30,"2,815",31.3,1,1,0,4,0,1.5,1.5,0.1,1.6,12,86,1,0.03,0.00,0.03,0.03,0.03,0.05,0.00,0.05,0.05,0.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,12,1,8.3,0.38,0.03,0.08,1.00,9.7,0,1.5,1.5,0.13,-0.5,-0.5,1376,1564,88.0,5050,2928,537,569,94.4,724,763,94.9,110,204,53.9,0,0.4,-0.1,4,13,6,0,1507,54,27,2,7,5,6,0,0,0,0,1376,3,7,17,0.54,15,0,0,1,0,1,0,0.00,0,0,0,0,0,0,42,26,962,885,68,25,48,52.1,23,48,35,13,26,68,185,4,1906,318,27,1906,5,83.3,1,16.7,1107,2,17,6,N/A,83,82.3,90,30,4,29,1,0.71,29,63,-34,-1.09,+0.50,27.7,57.3,-29.6,-0.94,4,0,0,23,11,1,5,26,0,0,90,45,36,55.6,,2815.0
Abdul Fatawu Issahaku,gh GHA,Leicester City,FW,20,2004,11,6,579,6.4,2,0,0,0,0,0.4,0.4,1.6,2.0,42,17,60,0.00,0.31,0.31,0.00,0.31,0.06,0.24,0.31,0.06,0.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,13,5,38.5,2.02,0.78,0.00,0.00,31.2,0,0.4,0.4,0.03,-0.4,-0.4,123,197,62.4,1869,1055,59,81,72.8,45,59,76.3,16,33,48.5,2,1.4,+0.4,6,24,7,2,186,11,1,2,2,30,9,1,0,0,0,123,0,18,17,2.64,10,0,2,1,4,0,3,0.47,2,0,0,1,0,0,21,15,73,114,157,11,19,57.9,8,7,0,7,4,25,12,0,326,19,26,326,29,42.0,28,40.6,217,15,18,12,N/A,53,16.9,86,5,5,12,0,0.91,7,14,-7,-1.09,+0.52,6.8,10.7,-3.9,-0.60,0,0,0,11,20,2,30,4,0,0,38,14,13,51.9,,579.0
João Félix,pt POR,Chelsea,"FW,MF",24,1999,12,3,369,4.1,2,1,0,2,0,2.2,2.2,1.0,3.2,21,26,30,0.24,0.24,0.49,0.24,0.49,0.54,0.23,0.78,0.54,0.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,20,5,25.0,4.88,1.22,0.05,0.20,15.9,0,2.2,2.2,0.11,-1.2,-1.2,171,199,85.9,1248,712,95,105,90.5,62,68,91.2,10,15,66.7,1,0.5,0.0,6,13,8,0,193,5,2,2,1,0,3,0,0,0,0,171,1,5,18,4.38,12,0,2,3,1,0,3,0.73,1,0,1,0,1,0,8,3,26,128,125,5,9,55.6,4,2,0,2,3,11,2,0,272,2,30,272,10,32.3,14,45.2,193,5,6,4,N/A,31,10.8,75,1,9,16,8,2.25,10,4,+6,+1.46,+1.61,13.8,5.7,+8.1,+1.98,2,0,0,6,17,1,0,3,0,0,22,4,5,44.4,,369.0
Evan Ferguson,ie IRL,West Ham,FW,19,2004,8,1,156,1.7,0,0,0,0,0,0.6,0.6,0.3,0.9,1,1,7,0.00,0.00,0.00,0.00,0.00,0.32,0.17,0.50,0.32,0.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,156.0
Evan Ferguson,ie IRL,Brighton,FW,19,2004,13,2,246,2.7,1,1,0,0,0,0.5,0.5,0.4,1.0,2,1,9,0.37,0.00,0.37,0.37,0.37,0.20,0.15,0.35,0.20,0.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,1,N/A,0,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,7,2,28.6,2.56,0.73,0.14,0.50,19.2,0,0.5,0.5,0.08,+0.5,+0.5,43,58,74.1,183,56,31,36,86.1,8,11,72.7,1,4,25.0,0,0.4,-0.4,3,1,0,0,52,5,0,0,0,0,0,0,0,0,0,43,1,1,4,1.47,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,4,3,13,50,26,2,5,40.0,3,3,1,2,0,4,4,0,88,7,9,88,1,50.0,1,50.0,42,2,5,6,N/A,19,7.2,65,0,11,11,2,0.92,4,7,-3,-1.10,-0.88,2.9,4.8,-1.9,-0.71,0,0,0,3,1,0,0,0,0,0,10,4,9,30.8,,246.0
Bruno Fernandes,pt POR,Manchester Utd,MF,29,1994,36,35,"3,018",33.5,18,5,3,5,2,9.9,7.6,8.5,16.1,77,325,129,0.24,0.30,0.54,0.15,0.45,0.30,0.25,0.55,0.23,0.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,12,N/A,0,N/A,N/A,N/A,N/A,N/A,67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,93,26,28.0,2.77,0.78,0.05,0.19,22.6,3,9.9,7.6,0.08,-1.9,-2.6,1707,2242,76.1,7244,3866,802,919,87.3,629,769,81.8,223,405,55.1,10,8.0,+1.5,91,65,85,11,1988,237,98,31,22,186,19,91,44,22,5,1707,17,55,193,5.76,136,37,5,6,7,2,13,0.39,10,2,0,1,0,0,84,50,428,1263,983,34,85,40.0,51,35,6,29,26,110,35,3,2649,62,80,2646,28,41.8,33,49.3,1542,14,43,43,N/A,84,88.2,85,28,1,32,1,1.17,41,43,-2,-0.06,+1.10,48.5,45.2,+3.2,+0.10,5,2,1,32,40,2,186,26,0,0,213,22,28,44.0,,3018.0
Mateus Fernandes,pt POR,Southampton,MF,20,2004,36,34,"2,909",32.3,6,2,0,8,0,4.0,4.0,3.0,7.0,76,145,108,0.06,0.12,0.19,0.06,0.19,0.12,0.09,0.22,0.12,0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,4,N/A,0,N/A,N/A,N/A,N/A,N/A,109,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,42,14,33.3,1.30,0.43,0.05,0.14,18.7,0,4.0,4.0,0.10,-2.0,-2.0,1087,1361,79.9,5736,3143,510,580,87.9,415,483,85.9,110,196,56.1,4,3.6,+1.0,34,70,27,6,1184,175,61,9,10,113,10,54,39,14,0,1087,2,36,78,2.41,44,14,6,6,6,2,7,0.22,4,2,0,0,0,1,89,48,385,867,547,33,72,45.8,39,43,8,35,28,117,35,7,1760,72,49,1760,49,45.0,49,45.0,897,9,58,36,N/A,81,85.1,84,19,2,30,0,0.33,25,66,-41,-1.27,+0.55,27.4,69.2,-41.7,-1.29,8,0,0,46,55,4,113,28,0,0,179,15,9,62.5,,2909.0
Enzo Fernández,ar ARG,Chelsea,MF,23,2001,36,32,"2,947",32.7,13,6,0,8,0,6.1,6.1,6.8,12.9,60,212,126,0.18,0.21,0.40,0.18,0.40,0.19,0.21,0.39,0.19,0.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,2,N/A,0,N/A,N/A,N/A,N/A,N/A,55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,53,20,37.7,1.62,0.61,0.11,0.30,18.1,0,6.1,6.1,0.11,-0.1,-0.1,1518,1900,79.9,5652,2735,700,789,88.7,626,737,84.9,157,273,57.5,7,6.2,+0.2,77,55,41,7,1757,134,53,14,26,109,4,74,44,12,1,1518,9,46,147,4.49,116,16,2,4,4,5,16,0.49,13,2,0,1,0,0,65,33,346,1129,751,31,84,36.9,53,43,7,36,13,78,23,4,2210,37,81,2210,26,47.3,21,38.2,1211,9,29,28,N/A,82,86.2,89,26,4,25,0,1.75,56,37,+19,+0.58,+0.43,57.7,38.1,+19.6,+0.60,8,0,0,52,54,2,109,13,0,0,156,14,29,32.6,,2947.0
Mark Flekken,nl NED,Brentford,GK,31,1993,37,37,"3,275",36.4,2,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.05,0.05,0.00,0.05,0.00,0.01,0.01,0.00,0.01,55,1.51,203,150,73.4,16,8,13,7,18.9,0,1,0,0,N/A,0,2,0,52.7,0.26,-0.3,-0.01,249,1,37.8,1498,122,72.6,34.4,54.8,581,46,7.9,34,0.93,11.5,0,0,0,N/A,0.00,0.00,N/A,N/A,N/A,0,0.0,0.0,N/A,0.0,0.0,1254,1717,73.0,5725,3253,154,157,98.1,678,695,97.6,422,858,49.2,2,0.1,+1.5,3,0,2,0,1367,343,131,0,5,0,0,0,0,0,0,1254,7,0,10,0.27,6,4,0,0,0,0,2,0.05,0,2,0,0,0,0,4,4,1777,52,0,3,9,33.3,6,2,0,2,0,4,26,4,1824,1436,0,1824,1,100.0,0,0.0,1122,0,3,0,N/A,89,95.8,89,36,0,N/A,0,1.51,66,55,+11,+0.30,-0.97,55.9,54.0,+1.9,+0.05,1,0,0,0,3,0,0,0,0,0,39,4,0,100.0,0.0,3275.0
Phil Foden,eng ENG,Manchester City,"MF,FW",24,2000,28,20,"1,777",19.7,9,7,0,2,0,5.2,5.2,4.8,9.9,50,103,128,0.35,0.10,0.46,0.35,0.46,0.26,0.24,0.50,0.26,0.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,2,N/A,0,N/A,N/A,N/A,N/A,N/A,43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,54,16,29.6,2.73,0.81,0.13,0.44,18.6,0,5.2,5.2,0.10,+1.8,+1.8,791,941,84.1,3720,1782,469,516,90.9,242,271,89.3,67,112,59.8,2,5.3,-2.8,43,30,39,6,854,83,21,7,2,80,5,46,30,8,1,791,4,26,88,4.46,58,18,3,6,3,0,9,0.46,5,1,0,3,0,0,13,5,85,382,681,7,18,38.9,11,13,1,12,9,22,7,1,1139,13,83,1139,14,32.6,23,53.5,722,17,36,31,N/A,63,52.0,81,10,8,20,5,1.54,30,24,+6,+0.30,-0.86,31.2,28.8,+2.4,+0.12,2,0,0,5,34,3,80,9,0,0,61,3,9,25.0,,1777.0
Wesley Fofana,fr FRA,Chelsea,DF,23,2000,14,14,"1,172",13.0,0,0,0,7,0,0.4,0.4,0.4,0.8,19,32,4,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.07,0.03,0.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,3,0,0.0,0.23,0.00,0.00,N/A,10.6,0,0.4,0.4,0.13,-0.4,-0.4,724,803,90.2,3149,1614,306,326,93.9,385,416,92.5,26,42,61.9,0,0.2,-0.4,6,12,1,0,758,44,23,0,0,1,20,0,0,0,0,724,1,4,15,1.15,12,1,1,1,0,0,0,0.00,0,0,0,0,0,0,13,12,370,523,55,6,14,42.9,8,14,9,5,14,27,55,2,933,81,10,933,8,53.3,3,20.0,557,1,16,5,N/A,84,34.3,84,10,0,N/A,1,2.00,25,13,+12,+0.92,+0.08,23.2,15.6,+7.7,+0.59,7,0,0,24,16,0,1,14,0,0,54,27,12,69.2,,1172.0
Carlos Forbs,pt POR,Wolves,"MF,FW",20,2004,10,1,239,2.7,0,0,0,2,0,0.1,0.1,0.0,0.2,10,8,28,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.07,0.05,0.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,2,0,0.0,0.75,0.00,0.00,N/A,19.1,0,0.1,0.1,0.07,-0.1,-0.1,60,91,65.9,468,321,39,51,76.5,19,26,73.1,1,5,20.0,0,0.1,0.0,1,3,3,1,89,2,0,0,0,9,2,0,0,0,0,60,0,9,5,1.89,3,0,2,0,0,0,1,0.38,1,0,0,0,0,0,8,5,23,39,60,4,6,66.7,2,3,0,3,1,9,2,1,121,3,13,121,7,58.3,5,41.7,75,8,7,4,N/A,24,7.0,67,0,9,19,17,0.80,7,9,-2,-0.75,-1.71,3.2,8.4,-5.2,-1.97,2,0,0,2,1,0,9,1,0,0,11,1,3,25.0,,239.0
Fraser Forster,eng ENG,Tottenham,GK,36,1988,7,7,630,7.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15,2.14,42,27,69.0,1,2,4,1,14.3,0,2,0,0,N/A,0,1,0,16.5,0.36,+1.5,+0.21,11,1,35.5,141,30,1.8,27.2,14.6,81,4,4.9,3,0.43,11.1,0,0,0,N/A,0.00,0.00,N/A,N/A,N/A,0,0.0,0.0,N/A,0.0,0.0,168,198,84.8,501,264,54,55,98.2,86,90,95.6,23,47,48.9,0,0.0,0.0,0,0,0,0,125,72,16,0,1,0,0,0,0,0,0,168,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,228,0,0,0,1,0.0,1,0,0,0,0,0,7,3,228,212,0,228,1,100.0,0,0.0,113,0,1,0,N/A,90,18.4,90,7,0,N/A,11,0.71,14,15,-1,-0.14,-0.72,11.1,16.0,-4.9,-0.70,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,0.0,630.0
Ryan Fraser,sct SCO,Southampton,"FW,DF",30,1994,8,4,306,3.4,0,0,0,0,1,0.0,0.0,0.1,0.1,10,8,18,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1,100.0,0.29,0.29,0.00,0.00,31.6,0,0.0,0.0,0.03,0.0,0.0,77,103,74.8,492,252,43,46,93.5,28,40,70.0,3,10,30.0,0,0.1,-0.1,2,5,1,0,97,5,0,0,0,12,3,2,2,0,0,77,1,2,5,1.47,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6,2,45,50,37,4,6,66.7,2,1,1,0,1,7,9,0,131,12,3,131,2,66.7,1,33.3,74,2,4,2,N/A,38,8.9,60,0,4,17,5,0.25,4,10,-6,-1.76,+0.02,5.6,10.2,-4.6,-1.35,0,1,0,1,4,1,12,1,0,1,10,2,3,40.0,,306.0
